latitude,longitude,year,avg_rainfall,max_rainfall,avg_temperature,max_temperature
24.0,69.375,2021,1.9975068493150685,152.04,27.157013698630134,34.58
24.0,69.375,2022,2.6965205479452057,105.03,27.182219178082192,35.85
24.0,69.375,2023,0.17494505494505494,5.75,22.91989010989011,29.59
24.0,70.0,2020,3.2520408163265304,87.64,28.305755102040816,35.45
24.0,70.0,2021,1.797917808219178,93.38,27.299863013698634,35.07
24.0,70.0,2022,2.3004931506849315,64.47,27.345150684931507,36.38
24.0,70.0,2023,0.26692307692307693,10.32,23.007032967032966,30.05
24.5,60.0,2020,0.13583673469387755,3.41,28.326448979591834,31.61
24.5,60.0,2021,0.32547945205479456,47.7,27.11071232876712,32.46
24.5,60.0,2022,0.43526027397260275,26.78,27.293479452054797,31.17
24.5,60.0,2023,0.24131868131868134,6.41,23.46087912087912,26.39
24.5,60.625,2020,0.14546938775510204,5.94,27.96534693877551,30.98
24.5,60.625,2021,0.21515068493150685,12.74,26.75608219178082,31.85
24.5,60.625,2022,0.3818904109589041,22.04,27.02331506849315,30.63
24.5,60.625,2023,0.21879120879120878,4.7,23.301978021978023,26.21
24.5,61.25,2020,0.14648979591836736,6.82,27.805061224489794,30.83
24.5,61.25,2021,0.2261095890410959,18.07,26.49304109589041,31.31
24.5,61.25,2022,0.35726027397260274,20.57,26.783808219178084,30.26
24.5,61.25,2023,0.21395604395604398,4.19,23.082417582417584,25.82
24.5,61.875,2020,0.2142448979591837,14.39,27.85677551020408,30.99
24.5,61.875,2021,0.1614246575342466,8.8,26.421150684931504,31.1
24.5,61.875,2022,0.3704931506849315,19.4,26.708657534246576,30.27
24.5,61.875,2023,0.2096703296703297,2.93,22.907032967032965,25.83
24.5,62.5,2020,0.5068979591836734,35.09,27.924367346938777,31.25
24.5,62.5,2021,0.16791780821917807,9.21,26.435671232876714,30.87
24.5,62.5,2022,0.616027397260274,40.63,26.699479452054792,30.32
24.5,62.5,2023,0.2265934065934066,3.86,22.868241758241755,25.83
24.5,63.125,2020,0.8811428571428571,47.23,28.00987755102041,31.57
24.5,63.125,2021,0.21043835616438356,9.9,26.502712328767124,30.74
24.5,63.125,2022,0.946958904109589,58.35,26.725041095890408,30.3
24.5,63.125,2023,0.19626373626373625,3.19,22.934175824175828,25.86
24.5,63.75,2020,1.099061224489796,74.16,28.002408163265308,31.54
24.5,63.75,2021,0.26287671232876714,9.23,26.534219178082193,30.57
24.5,63.75,2022,0.9626301369863014,45.8,26.682657534246577,30.14
24.5,63.75,2023,0.19230769230769232,3.65,22.973846153846154,25.7
24.5,64.375,2020,1.7881632653061224,67.33,27.993306122448978,31.54
24.5,64.375,2021,0.3988493150684932,15.06,26.515917808219175,31.0
24.5,64.375,2022,1.2294794520547945,37.21,26.62098630136986,30.15
24.5,64.375,2023,0.17054945054945053,6.28,22.966153846153848,25.68
